City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
277,Nanortalik,GL,2020-09-28 03:04:01,60.14,-45.24,36.27,83,0,14.74
278,Grand Gaube,MU,2020-09-28 03:04:02,-20.01,57.66,73.99,77,8,7.0
279,Hamilton,US,2020-09-28 03:03:58,39.18,-84.53,66.99,93,75,4.16
280,Shimoda,JP,2020-09-28 03:04:03,34.67,138.95,75.2,64,20,13.87
281,Bam,IR,2020-09-28 03:04:03,29.11,58.36,76.3,17,0,2.68
282,Barra Velha,BR,2020-09-28 03:04:04,-26.63,-48.68,71.01,94,20,2.01
283,Ust-Nera,RU,2020-09-28 02:59:33,64.57,143.2,50.85,51,80,4.85
284,Tuatapere,NZ,2020-09-28 03:04:04,-46.13,167.68,37.99,82,83,8.01
285,Touros,BR,2020-09-28 02:59:57,-5.2,-35.46,77.0,88,75,5.82
286,Severo-Kurilsk,RU,2020-09-28 03:00:08,50.68,156.12,48.29,88,100,46.24
287,Anju,KP,2020-09-28 03:04:05,39.62,125.66,71.35,60,40,4.41
288,Ntungamo,UG,2020-09-28 03:04:06,-0.88,29.65,63.7,88,93,2.39
289,Reims,FR,2020-09-28 03:04:06,49.17,4.08,50.0,93,90,5.82
290,Fortuna,US,2020-09-28 03:02:58,40.6,-124.16,64.0,77,1,3.15
291,Wanning,CN,2020-09-28 03:04:07,18.8,110.4,85.62,73,100,4.12
292,Ascension,US,2020-09-28 03:04:08,30.22,-90.9,73.99,88,1,5.08
293,Chernyshevskiy,RU,2020-09-28 03:04:08,63.01,112.47,41.79,66,90,7.47
294,Wichita Falls,US,2020-09-28 03:04:09,33.91,-98.49,64.4,63,1,23.04
295,Baghdad,IQ,2020-09-28 03:02:41,33.34,44.4,77.0,50,0,8.05
296,Tornio,FI,2020-09-28 03:04:09,65.85,24.15,50.0,100,40,5.82
297,Cravo Norte,CO,2020-09-28 03:01:05,6.3,-70.2,78.93,75,1,4.34
298,Maarianhamina,AX,2020-09-28 03:04:10,60.1,19.93,57.2,87,0,2.24
299,Narwar,IN,2020-09-28 03:04:10,25.65,77.9,81.01,64,0,5.66
300,San Patricio,MX,2020-09-28 03:04:11,19.22,-104.7,81.05,80,60,3.02
301,Karratha,AU,2020-09-28 03:04:11,-20.74,116.85,89.2,19,43,14.23
302,Aripuana,BR,2020-09-28 03:04:12,-9.17,-60.63,72.09,93,97,1.54
303,Hyeres,FR,2020-09-28 03:04:12,43.12,6.12,53.01,66,10,3.36
304,Suez,EG,2020-09-28 03:00:29,29.97,32.53,76.17,69,0,10.02
305,Gravdal,NO,2020-09-28 03:04:13,68.12,13.5,48.9,72,77,9.64
306,Hervey Bay,AU,2020-09-28 03:04:13,-25.3,152.85,73.99,50,11,8.01
307,Mitsamiouli,KM,2020-09-28 03:04:14,-11.38,43.28,76.62,78,51,14.18
308,Geraldton,AU,2020-09-28 03:04:14,-28.77,114.6,71.6,49,40,10.29
309,Ostrovnoy,RU,2020-09-28 03:04:15,68.05,39.51,42.87,85,53,11.68
310,Hambantota,LK,2020-09-28 03:04:15,6.12,81.12,82.4,88,20,6.93
311,Carroll,US,2020-09-28 03:04:16,39.55,-77.02,70.0,94,75,3.58
312,Dosso,NE,2020-09-28 03:04:16,13.05,3.19,79.12,72,35,5.79
313,Golden,US,2020-09-28 03:04:17,39.76,-105.22,48.0,70,90,8.05
314,Sur,OM,2020-09-28 03:04:18,22.57,59.53,84.51,45,0,6.29
315,Sabha,LY,2020-09-28 03:04:18,27.04,14.43,80.94,16,0,10.87
316,Bulgan,MN,2020-09-28 03:04:19,48.81,103.53,43.09,62,0,3.71
317,Hay River,CA,2020-09-28 03:04:19,60.82,-115.8,50.0,81,75,10.29
318,Pitsunda,GE,2020-09-28 03:04:20,43.16,40.34,69.01,68,34,15.66
319,Cap Malheureux,MU,2020-09-28 03:04:20,-19.98,57.61,73.99,77,5,7.0
320,Gigmoto,PH,2020-09-28 03:04:21,13.78,124.39,88.18,62,66,5.17
321,Flinders,AU,2020-09-28 03:04:21,-34.58,150.86,68.0,53,0,5.01
322,Tuy Hoa,VN,2020-09-28 03:04:22,13.08,109.3,86.4,67,100,2.84
323,Aykhal,RU,2020-09-28 02:59:35,66.0,111.5,30.2,80,75,8.95
324,Graulhet,FR,2020-09-28 03:04:23,43.77,1.99,53.01,93,100,16.11
325,Eirunepe,BR,2020-09-28 03:04:23,-6.66,-69.87,76.84,66,0,2.13
326,Dolgoye,RU,2020-09-28 03:04:24,52.8,37.22,53.44,58,100,17.0
327,Kurilsk,RU,2020-09-28 03:04:24,45.23,147.88,54.55,83,100,24.09
328,Xingyi,CN,2020-09-28 03:04:25,24.19,102.82,68.47,83,91,5.41
329,Nantucket,US,2020-09-28 03:01:24,41.28,-70.1,66.2,93,1,10.29
330,Wad Rawah,SD,2020-09-28 03:04:25,15.16,33.14,84.6,52,11,6.35
331,Kijang,KR,2020-09-28 03:04:26,35.24,129.21,73.4,46,40,10.29
332,Dukat,RU,2020-09-28 03:04:26,62.55,155.55,46.51,59,0,14.99
333,Sisimiut,GL,2020-09-28 03:04:27,66.94,-53.67,31.14,92,44,8.23
334,Awjilah,LY,2020-09-28 03:04:27,29.11,21.29,82.81,26,0,8.16
335,Bambanglipuro,ID,2020-09-28 03:04:28,-7.95,110.28,84.0,53,100,14.07
336,Itarema,BR,2020-09-28 03:04:28,-2.92,-39.92,77.31,84,35,13.33
337,Harer,ET,2020-09-28 03:04:29,9.31,42.13,57.7,77,0,2.17
338,Sorland,NO,2020-09-28 03:04:29,67.67,12.69,50.68,80,70,11.92
339,Sterling,US,2020-09-28 03:04:20,39.01,-77.43,66.99,93,40,3.36
340,San Carlos De Bariloche,AR,2020-09-28 03:04:30,-41.15,-71.31,42.8,79,99,18.34
341,Pala,TD,2020-09-28 03:02:08,9.36,14.9,69.58,97,98,4.23
342,Makokou,GA,2020-09-28 03:04:31,0.57,12.86,66.97,96,64,4.79
343,Killybegs,IE,2020-09-28 03:04:31,54.63,-8.45,57.99,94,100,7.0
344,Pacific Grove,US,2020-09-28 03:02:20,36.62,-121.92,73.0,63,1,0.31
345,San Jose,US,2020-09-28 03:02:40,37.34,-121.89,84.99,41,0,1.05
346,Sinnamary,GF,2020-09-28 03:04:32,5.38,-52.95,78.85,84,83,11.01
347,Iquique,CL,2020-09-28 03:02:10,-20.22,-70.14,60.8,72,90,8.05
348,Esmeraldas,BR,2020-09-28 03:04:33,-19.76,-44.31,75.2,44,0,6.2
349,Richards Bay,ZA,2020-09-28 03:04:34,-28.78,32.04,59.61,90,100,13.78
350,Domna,RU,2020-09-28 03:04:34,51.9,113.16,46.4,52,40,20.13
351,Sioux Lookout,CA,2020-09-28 03:00:43,50.1,-91.92,48.2,87,90,9.17
352,Payo,ID,2020-09-28 03:04:35,-3.75,103.64,88.75,46,96,4.54
353,Labuhan,ID,2020-09-28 03:04:35,-6.88,112.21,87.96,54,91,4.52
354,Isangel,VU,2020-09-28 03:04:36,-19.55,169.27,86.0,62,20,9.17
355,Barranca,PE,2020-09-28 03:02:56,-10.75,-77.77,59.25,91,36,5.84
356,Codrington,AU,2020-09-28 03:04:37,-38.27,141.97,56.25,61,0,5.59
357,Taoudenni,ML,2020-09-28 03:04:37,22.68,-3.98,88.34,12,0,0.43
358,Humberto De Campos,BR,2020-09-28 03:04:38,-2.6,-43.46,75.42,87,13,5.64
359,Saint George,US,2020-09-28 03:01:57,37.1,-113.58,80.6,14,1,24.16
360,Yura,PE,2020-09-28 03:03:07,-16.25,-71.68,49.41,49,14,1.86
361,Faya,SA,2020-09-28 03:04:39,18.39,42.45,64.4,23,0,5.1
362,Orlik,RU,2020-09-28 03:00:43,52.52,99.83,39.51,66,0,2.73
363,Bacarra,PH,2020-09-28 03:04:40,18.25,120.61,84.2,83,75,4.7
364,Manokwari,ID,2020-09-28 02:59:46,-0.87,134.08,84.97,64,0,5.64
365,Tampere,FI,2020-09-28 03:01:36,61.5,23.79,52.0,100,2,4.7
366,Beringovskiy,RU,2020-09-28 02:59:57,63.05,179.32,40.5,66,0,7.18
367,Markova,UA,2020-09-28 03:04:42,48.68,24.41,43.23,79,7,3.18
368,Placerville,US,2020-09-28 03:04:18,38.73,-120.8,81.0,39,0,8.3
369,Erenhot,CN,2020-09-28 03:04:42,43.65,111.98,54.79,49,100,14.09
370,Souillac,MU,2020-09-28 03:04:43,-20.52,57.52,69.8,94,40,6.93
371,Fairbanks,US,2020-09-28 03:00:00,64.84,-147.72,53.6,50,20,12.75
372,Port Blair,IN,2020-09-28 03:04:44,11.67,92.75,84.13,73,99,9.17
373,Hualmay,PE,2020-09-28 03:04:44,-11.1,-77.61,60.62,85,15,7.34
374,Kaohsiung,TW,2020-09-28 03:04:45,22.62,120.31,89.6,59,40,8.05
375,Cidreira,BR,2020-09-28 03:04:45,-30.18,-50.21,65.32,98,100,5.21
376,Saldanha,ZA,2020-09-28 03:04:46,-33.01,17.94,39.2,80,0,1.12
377,Springbok,ZA,2020-09-28 03:04:46,-29.66,17.89,35.51,86,0,1.19
378,Behbahan,IR,2020-09-28 03:04:47,30.6,50.24,71.6,40,0,0.63
379,Ustye,RU,2020-09-28 03:04:47,59.63,39.74,44.08,92,0,6.13
380,Maniitsoq,GL,2020-09-28 03:04:47,65.42,-52.9,34.03,85,12,7.7
381,Charlestown,AU,2020-09-28 03:04:48,-32.95,151.67,68.0,53,0,7.99
382,Saint-Pierre,RE,2020-09-28 03:04:48,-21.34,55.48,68.0,68,23,3.36
383,Denpasar,ID,2020-09-28 03:00:17,-8.65,115.22,86.0,74,40,10.29
384,Kaeo,NZ,2020-09-28 03:04:50,-35.1,173.78,66.99,45,0,11.99
385,Mtwango,TZ,2020-09-28 03:04:50,-9.02,34.8,57.54,96,68,9.91
386,Tilichiki,RU,2020-09-28 03:04:51,60.47,166.1,46.27,71,0,6.85
387,General Pico,AR,2020-09-28 03:04:51,-35.66,-63.76,51.53,59,0,5.41
388,Antanifotsy,MG,2020-09-28 03:04:52,-19.65,47.32,53.71,86,42,0.76
389,Atbasar,KZ,2020-09-28 03:04:52,51.8,68.33,46.15,69,26,5.08
390,Benton Harbor,US,2020-09-28 03:03:48,42.12,-86.45,64.99,72,90,18.1
391,Champerico,GT,2020-09-28 03:00:03,14.3,-91.92,66.99,95,51,7.74
392,Dumka,IN,2020-09-28 03:04:53,24.27,87.25,83.23,80,3,3.36
393,Kihei,US,2020-09-28 03:02:13,20.79,-156.47,87.8,52,20,21.92
394,Goderich,CA,2020-09-28 03:00:05,43.75,-81.72,66.99,76,87,4.0
395,Henties Bay,NA,2020-09-28 03:04:54,-22.12,14.28,48.0,86,0,3.0
396,San Quintin,MX,2020-09-28 03:04:55,30.48,-115.95,68.59,79,0,2.86
397,Ancud,CL,2020-09-28 03:04:55,-41.87,-73.82,46.99,90,87,1.01
398,Sarh,TD,2020-09-28 03:04:56,9.14,18.39,71.65,97,100,1.54
399,Nanchang,CN,2020-09-28 03:00:06,28.68,115.88,68.63,82,97,1.05
400,Krasnyy Yar,RU,2020-09-28 03:04:56,46.53,48.35,50.0,81,0,11.18
401,Dunedin,NZ,2020-09-28 03:04:57,-45.87,170.5,41.0,69,83,31.0
402,Gourcy,BF,2020-09-28 03:04:57,13.22,-2.35,77.16,71,64,6.02
403,Muros,ES,2020-09-28 03:04:58,42.78,-9.06,52.0,81,24,1.01
404,Pangai,TO,2020-09-28 03:04:58,-19.8,-174.35,80.6,74,75,11.41
405,Naze,JP,2020-09-28 03:04:53,28.37,129.48,78.8,74,75,14.99
406,Russell,US,2020-09-28 03:04:59,32.35,-85.2,71.6,88,75,3.36
407,Kabo,CF,2020-09-28 03:04:59,7.7,18.63,70.05,96,100,1.7
408,Hailin,CN,2020-09-28 03:05:00,44.58,129.42,68.18,61,70,5.99
409,Asau,RO,2020-09-28 03:05:01,46.43,26.4,43.0,95,1,0.54
410,Biu,NG,2020-09-28 03:05:01,10.61,12.19,69.91,90,83,3.85
411,Hadishahr,AZ,2020-09-28 03:05:02,38.84,45.66,64.4,59,0,4.7
412,Lavrentiya,RU,2020-09-28 03:05:02,65.58,-171.0,36.55,80,93,13.35
413,Lukow,PL,2020-09-28 03:05:03,51.93,22.38,44.01,10,0,5.46
414,Acapulco,MX,2020-09-28 03:05:03,16.86,-99.89,80.6,88,90,5.82
415,Samarinda,ID,2020-09-28 03:05:04,-0.5,117.15,74.89,93,100,3.4
416,Kloulklubed,PW,2020-09-28 03:05:04,7.04,134.26,77.0,94,75,5.82
417,Maragogi,BR,2020-09-28 03:01:54,-9.01,-35.22,75.78,89,100,10.54
418,Zhangjiakou,CN,2020-09-28 03:05:05,40.81,114.88,64.09,65,98,2.15
419,Labrea,BR,2020-09-28 03:05:05,-7.26,-64.8,74.68,86,14,1.25
420,Mount Gambier,AU,2020-09-28 03:01:01,-37.83,140.77,57.2,50,5,6.93
421,Nemuro,JP,2020-09-28 03:05:06,43.32,145.57,57.2,67,75,12.75
422,Tabuk,PH,2020-09-28 03:05:07,17.42,121.44,86.14,69,100,3.8
423,Khilok,RU,2020-09-28 03:05:07,51.37,110.47,39.92,71,97,13.09
424,Port Hardy,CA,2020-09-28 03:05:08,50.7,-127.42,55.4,82,75,9.17
425,Kruisfontein,ZA,2020-09-28 03:05:08,-34.0,24.73,44.76,80,31,6.08
426,Vila Velha,BR,2020-09-28 03:02:33,-20.33,-40.29,78.01,78,0,17.22
427,Oussouye,SN,2020-09-28 03:05:09,12.48,-16.55,78.64,84,100,2.53
428,Glotovka,RU,2020-09-28 03:05:10,53.95,46.7,43.99,62,71,4.5
429,Xining,CN,2020-09-28 03:05:10,36.62,101.77,57.63,66,100,4.72
430,Manado,ID,2020-09-28 03:05:11,1.49,124.85,87.8,62,40,5.82
431,Pemangkat,ID,2020-09-28 03:05:11,1.17,108.97,78.66,79,99,8.3
432,Dromolaxia,CY,2020-09-28 03:05:12,34.88,33.59,75.2,60,0,5.82
433,Lompoc,US,2020-09-28 03:05:12,34.64,-120.46,62.6,93,75,6.93
434,Avera,US,2020-09-28 03:05:13,33.19,-82.53,71.01,98,90,4.7
435,Imeni Poliny Osipenko,RU,2020-09-28 03:05:14,52.42,136.49,57.27,71,24,12.95
436,Mbaiki,CF,2020-09-28 03:05:14,3.87,17.99,68.99,99,100,1.66
437,Snezhnogorsk,RU,2020-09-28 03:05:15,69.19,33.25,41.0,86,75,4.47
438,Calbuco,CL,2020-09-28 03:05:15,-41.77,-73.13,46.4,93,90,1.12
439,Paamiut,GL,2020-09-28 03:05:15,61.99,-49.67,36.41,79,0,16.93
440,Chapais,CA,2020-09-28 03:05:16,49.78,-74.85,64.4,88,90,12.75
441,Belaya Gora,RU,2020-09-28 03:05:16,68.53,146.42,48.51,51,100,5.64
442,Lohja,FI,2020-09-28 03:05:17,60.25,24.07,54.0,97,0,8.99
443,Mugumu,TZ,2020-09-28 03:02:31,-1.85,34.7,64.53,75,62,4.54
444,Kavieng,PG,2020-09-28 03:05:18,-2.57,150.8,79.05,84,100,5.93
445,Burnie,AU,2020-09-28 03:05:18,-41.07,145.92,60.01,48,0,14.0
446,Mexico,PH,2020-09-28 03:00:21,15.06,120.72,87.8,74,75,6.93
447,Morondava,MG,2020-09-28 03:05:19,-20.28,44.28,73.09,80,15,3.13
448,Port Macquarie,AU,2020-09-28 03:00:49,-31.43,152.92,66.0,50,44,3.0
449,Kiranur,IN,2020-09-28 03:05:20,10.57,78.79,77.0,88,75,4.7
450,Nicoya,CR,2020-09-28 03:05:21,10.15,-85.45,75.2,100,75,3.36
451,Mikuni,JP,2020-09-28 03:05:21,36.22,136.15,71.6,64,20,17.22
452,Rio Verde De Mato Grosso,BR,2020-09-28 03:05:20,-18.92,-54.84,84.74,36,10,0.72
453,Vitim,RU,2020-09-28 03:05:22,59.45,112.56,44.73,78,99,9.69
454,Beloha,MG,2020-09-28 03:05:22,-25.17,45.05,68.41,91,37,7.54
455,Bolshaya Rechka,RU,2020-09-28 03:05:23,51.95,104.74,44.6,87,40,4.47
456,Mackay,AU,2020-09-28 03:05:23,-21.15,149.2,78.8,57,40,19.46
457,Gilgit,PK,2020-09-28 03:05:24,35.92,74.31,65.82,28,82,3.49
458,Sungairaya,ID,2020-09-28 03:05:24,0.7,108.9,77.85,82,100,9.19
459,Rocha,UY,2020-09-28 03:05:25,-34.48,-54.33,55.62,88,40,12.35
460,Lakeway,US,2020-09-28 03:05:25,30.36,-97.98,82.0,69,1,6.93
461,Buin,CL,2020-09-28 03:05:26,-33.73,-70.75,59.0,54,0,2.24
462,Damavand,IR,2020-09-28 03:05:26,35.72,52.06,62.01,63,20,11.41
463,Tevaitoa,PF,2020-09-28 03:01:12,-16.78,-151.5,79.14,75,0,13.69
464,Bac Lieu,VN,2020-09-28 03:05:27,9.29,105.72,79.11,87,100,17.49
465,Ulkan,RU,2020-09-28 03:05:28,57.24,107.32,45.41,72,100,10.92
466,Juneau,US,2020-09-28 03:05:28,58.3,-134.42,53.6,81,90,19.46
467,Poya,NC,2020-09-28 03:05:29,-21.35,165.15,76.64,72,90,12.41
468,Poronaysk,RU,2020-09-28 03:05:29,49.22,143.12,56.01,52,57,3.83
469,Nhulunbuy,AU,2020-09-28 03:05:31,-12.23,136.77,89.6,55,40,14.99
470,Formosa Do Rio Preto,BR,2020-09-28 03:05:31,-11.05,-45.19,71.92,39,0,1.59
471,Anadyr,RU,2020-09-28 03:05:32,64.75,177.48,41.0,75,40,6.71
472,Gilbues,BR,2020-09-28 03:03:30,-9.83,-45.34,73.58,37,0,4.68
473,Sault Sainte Marie,CA,2020-09-28 03:03:07,46.52,-84.33,59.0,82,1,4.7
474,Thivai,GR,2020-09-28 03:05:33,38.33,23.32,71.6,56,20,9.17
475,Sicamous,CA,2020-09-28 03:05:34,50.83,-118.99,51.01,92,78,3.11
476,Pyatnitskoye,RU,2020-09-28 03:05:34,50.42,37.83,60.71,47,98,15.99
477,Vestmanna,FO,2020-09-28 03:05:35,62.16,-7.17,50.0,100,91,18.34
478,Buta,CD,2020-09-28 03:05:35,2.79,24.73,69.58,98,100,1.07
479,Campbellsville,US,2020-09-28 03:05:36,37.34,-85.34,66.2,93,1,5.93
480,Hsinchu,TW,2020-09-28 03:01:24,24.8,120.97,75.0,94,100,3.0
481,Kuusamo,FI,2020-09-28 03:05:36,65.97,29.18,44.6,100,90,6.93
482,Narok,KE,2020-09-28 03:05:37,-1.08,35.86,56.01,84,62,4.32
483,Tecoanapa,MX,2020-09-28 03:05:37,16.52,-98.75,79.88,81,100,2.59
484,Ca Mau,VN,2020-09-28 03:03:37,9.18,105.15,76.98,92,100,11.43
485,Saint-Louis,SN,2020-09-28 03:05:38,16.33,-15.0,82.4,68,0,12.97
486,Enumclaw,US,2020-09-28 03:05:39,47.2,-121.99,60.01,81,0,3.15
487,Antropovo,RU,2020-09-28 03:05:39,58.4,43.01,43.18,94,1,5.01
488,Vilhena,BR,2020-09-28 03:05:40,-12.74,-60.15,71.64,79,61,3.09
489,Freeport,US,2020-09-28 03:02:19,40.66,-73.58,71.6,94,90,6.93
490,Lukulu,ZM,2020-09-28 03:05:41,-14.37,23.24,72.39,29,52,1.72
491,Sungaipenuh,ID,2020-09-28 03:05:41,-2.08,101.38,79.81,52,82,2.3
492,Rio Grande,BR,2020-09-28 03:05:42,-32.03,-52.1,62.01,86,89,1.99
493,Pizarro,CO,2020-09-28 03:05:43,4.95,-77.37,77.47,86,45,4.59
494,Verkhnevilyuysk,RU,2020-09-28 03:05:43,63.45,120.32,42.42,82,100,6.93
495,Drumheller,CA,2020-09-28 03:00:51,51.46,-112.71,42.01,60,2,2.26
496,Marovoay,MG,2020-09-28 03:05:44,-16.1,46.63,71.6,94,40,2.24
497,La Orilla,MX,2020-09-28 03:05:45,17.98,-102.23,79.34,83,74,2.71
498,Necochea,AR,2020-09-28 03:00:54,-38.55,-58.74,46.0,93,100,8.99
499,Riyadh,SA,2020-09-28 03:05:46,24.69,46.72,78.8,27,0,3.36
500,Daru,PG,2020-09-28 03:05:46,-9.08,143.21,82.06,79,100,17.74
501,Altea,ES,2020-09-28 03:05:47,38.6,-0.05,71.01,36,0,2.73
502,Worcester,US,2020-09-28 03:05:47,42.33,-71.83,69.8,88,90,6.93
503,Yamoussoukro,CI,2020-09-28 03:05:47,6.82,-5.28,71.01,100,99,3.6
504,Kavaratti,IN,2020-09-28 03:05:48,10.57,72.64,81.3,76,87,8.43
505,Arrecife,ES,2020-09-28 03:05:49,28.96,-13.55,73.4,73,90,23.04
506,Yar-Sale,RU,2020-09-28 03:03:57,66.83,70.83,37.29,79,53,13.09
507,Kalmunai,LK,2020-09-28 03:05:50,7.42,81.82,83.39,71,0,6.44
508,Akdepe,TM,2020-09-28 03:05:50,42.06,59.38,46.4,52,98,11.41
509,Mayskiy,RU,2020-09-28 03:05:51,47.69,40.1,55.4,76,40,15.66
510,Mnogovershinnyy,RU,2020-09-28 03:05:51,53.94,139.92,53.06,67,96,7.78
511,Tura,IN,2020-09-28 03:05:52,25.52,90.22,81.46,81,8,3.4
512,Sola,VU,2020-09-28 03:01:13,-13.88,167.55,79.83,82,7,19.06
513,Wurzburg,DE,2020-09-28 03:05:53,49.79,9.94,42.01,93,20,2.24
514,Pisco,PE,2020-09-28 03:04:42,-13.7,-76.22,62.6,77,6,9.17
515,Aksarka,RU,2020-09-28 03:05:53,66.56,67.8,36.9,80,0,11.7
516,Do Gonbadan,IR,2020-09-28 03:05:54,30.36,50.8,71.6,40,0,3.47
517,Grindavik,IS,2020-09-28 03:05:54,63.84,-22.43,42.8,87,75,8.05
518,Ikungi,TZ,2020-09-28 03:05:55,-5.13,34.77,64.06,72,94,9.86
519,Bafia,CM,2020-09-28 03:05:55,4.75,11.23,65.71,97,96,0.76
520,Koubia,GN,2020-09-28 03:05:56,11.58,-11.9,65.62,97,100,2.44
521,Fayaoue,NC,2020-09-28 03:05:56,-20.65,166.53,74.55,87,15,19.22
522,Kudahuvadhoo,MV,2020-09-28 03:05:57,2.67,72.89,82.08,70,21,3.15
523,Orange Cove,US,2020-09-28 03:05:57,36.62,-119.31,81.0,65,75,3.36
524,Bridlington,GB,2020-09-28 03:05:47,54.08,-0.19,48.2,87,88,5.82
525,Dasoguz,TM,2020-09-28 03:05:58,41.84,59.97,46.4,52,95,11.41
526,Shingu,JP,2020-09-28 03:05:58,33.73,135.98,77.0,53,20,10.29
527,Marsa Matruh,EG,2020-09-28 03:05:59,31.35,27.25,73.4,88,0,8.37
528,Mwinilunga,ZM,2020-09-28 03:05:59,-11.74,24.43,62.69,69,70,4.5
529,Tutoia,BR,2020-09-28 03:06:00,-2.76,-42.27,78.64,77,0,12.21
530,Corinth,GR,2020-09-28 03:06:00,37.94,22.96,66.99,77,20,2.75
531,Chabahar,IR,2020-09-28 03:06:01,25.29,60.64,82.6,63,0,1.83
532,Hasaki,JP,2020-09-28 03:03:43,35.73,140.83,81.0,60,20,12.75
533,Balkanabat,TM,2020-09-28 03:06:02,39.51,54.37,63.52,27,43,9.08
534,Sao Miguel Do Araguaia,BR,2020-09-28 03:06:02,-13.28,-50.16,82.13,36,0,3.04
535,Le Passage,FR,2020-09-28 03:06:03,44.2,0.6,57.2,76,90,9.17
536,Vanavara,RU,2020-09-28 03:06:04,60.34,102.28,44.31,82,99,12.77
537,Phalodi,IN,2020-09-28 03:06:04,27.13,72.37,84.33,52,0,10.92
538,Hirara,JP,2020-09-28 03:06:05,24.8,125.28,77.0,88,75,10.29
539,Tessenderlo,BE,2020-09-28 03:06:05,51.07,5.09,54.0,93,99,2.24
540,Dzilam Gonzalez,MX,2020-09-28 03:06:05,21.28,-88.93,78.21,89,99,6.11
541,Leningradskiy,RU,2020-09-28 03:06:06,69.38,178.42,33.93,86,66,8.97
542,Talcahuano,CL,2020-09-28 03:06:06,-36.72,-73.12,50.0,87,1,10.29
543,Viransehir,TR,2020-09-28 03:06:07,37.24,39.76,78.62,24,0,9.8
544,Gbongan,NG,2020-09-28 03:06:07,7.47,4.35,69.53,98,64,1.68
545,Zaozerne,UA,2020-09-28 03:06:08,45.16,33.28,63.77,60,0,4.9
546,Carlsbad,US,2020-09-28 03:05:08,33.16,-117.35,69.01,93,40,3.36
547,Mazyr,BY,2020-09-28 03:06:09,52.05,29.25,45.7,95,10,5.66
548,Shubarshi,KZ,2020-09-28 03:06:09,48.59,57.19,48.76,50,0,4.72
549,Gerash,IR,2020-09-28 03:06:10,27.67,54.14,76.73,35,0,3.09
550,Sisophon,KH,2020-09-28 03:06:11,13.59,102.97,84.6,75,95,3.49
551,Loma Bonita,PA,2020-09-28 03:06:11,8.38,-80.17,78.01,99,100,4.92
552,Blora,ID,2020-09-28 03:06:11,-6.97,111.42,86.88,54,95,7.07
553,Dumas,US,2020-09-28 03:06:12,35.87,-101.97,61.0,49,90,17.22
554,Rupert,US,2020-09-28 03:06:13,42.62,-113.68,51.8,53,1,5.82
555,Ulladulla,AU,2020-09-28 03:06:13,-35.35,150.47,66.2,32,0,6.93
